Reviewer_Score,Review
0,location hotel subway station tram station go past park look safe wellness really good well small cardio room 
0,room money tired bathroom def needed updating also plug socket room twice disturbed room worst cleaner entering room ask time leaving would ever stay location really good hotel lobby nice 
1,location little bit far away central city clean everything perfect room big 
1,airconditioner working great staff superb breakfast lovely bed 
0,room cold housekeeping poor 
1,took age get westminster problem perfectly adequate stay 
1,room facing back bit noisy probably external unit air conditioning manageable room rather small common london comfortable double bed clean room bathroom professional helpful staff excellent location opposite hyde park close central line tube queensway closest station minute walk hotel minute walk paddington station complimentary coffee tea room regular size bathtub 
0,poor service restaurant size room 
1,told free upgrade included mini bar bathrobe mini bar empty arrived requested filled took hour big deal also happened second day never told u upgrade would happy arrived seemed lot staff floor one reception check quite frustrating location great especially seeing wanted see eiffel tower much possible hotel quite modern inside including room staff reception desk approachable easy ask question 
1,location welcoming staff lovely food comfy room 
1,maybe bit much technology people everything touch screen staff concierge helpful lovely room issue plumbing promptly moved another room appreciated good area close tube many nice restaurant around 
1,nothing room quiet big clean 
1,nice 
0,free wifi room staff unable unwilling look marriott number get free wifi almost missed train paris forgot wake call 
0,staff sat stair eating breakfast guest pas breakfast nearby pub told booking case booked told paid sat pub awful poorly handled left communication everything much lost translation language barrier suggest get indigenous staff pl saw take wrong way made everything hard work breakfast pub around corner beware event list ejected appalling 
1,nothing like amazing exactly center town 
1,would good dressing gown slipper room u two u affect stay location brilliant really close swiss cottage underground arrived early drop luggage told room ready guest day entitled free breakfast u room quad plenty room u balcony bonus 
1,nothing come mind room little tight found whole experience enjoyable cost high mind everything exceptional 
1,little bit small shower nice people reception desk breakfast ok good bed location good view river minute walk eiffel tower wi fi ok 
1,great staff real personal touch similar taj group really loved grand hotel 
1,modern beautiful view bar great service close many touristic attraction 
0,probably hottest weekend london air conditioning non existent control knob button turn fan blew hot air instead cold two different room party staying floor suppose global issue hotel 
1,great location stylish hotel 
0,orgnaized safe gave key one room check opened occupied one family electricity port exposed room designed normal room something el know whay asked change every staff giving different price shortage staff front desk wait min served staff rood location breakfast 
0,tiny facility bed surrounded wall tiny shower bad smell bathroom clean found broken glass dirty kleenex behind bed nothing 
1,breakfast food entire week day dragging breakfast although hotel near train station located end carpark alley make going back late dangerous lady cautious better requested vacuum brought along vacuum bag storage yet seems sooooo impossible borrow one nonetheless manage provide one end location convenient really near train station great price 
1,light got window blind staff could bit nicer little nose train clean cofortable close city center central station goog connection airport 
1,everything absolutely fabulous staff superb 
1,checking took quite time clear queue people desk communicating queue nice room also allergen free room everything look new breakfast good special 
1,much air condition room dry air room noisy boiler location atmosphere spotless contemporary interior design layout room space 
1,staying standard single room like decor especially lot window really comfortable bathroom lot lot better designed superior single shower stall make lot sense 
1,issue stay really convenient location helpful staff room really quiet even busy street side building comfy bed nespresso machine room 
1,first room shown curtain rail hanging wall quickly moved u another room though warm apparent facility turn temperature room clean comfy well appointed great deluge shower beter expected continental breakfast cold meat boiled egg fruit complimentary tea coffee bottled water would use hotel 
1,balcony free nibble sofa 
1,limited bar hotel excellent location great decor 
1,breakfast really good place really clean location ideal know book bar price bit steep 
0,near main street bad small compairing photo saw web site 
1,say star probably care le run good show everything want happy helpful staff whilst really busy quick check breakfast best heap gluten free allergy option room clean comfy view dam large room bathroom every single staff member would greet wherever concierge edwin fantastic didiem helping people checking good stuff 
0,uncontrollable air con quietness breakfast 
1,bath room hate location 
1,nothing every thing perfect 
0,thought little misleading say onsite parking according room information book car space available floor hotel first come first served told car park full arrival directed ncp car park hour minute walk away okay u weather nice mobility problem tailored use public transport room spacious clean staff friendly helpful area pleasant stroll around explore close docklands light railway station 
0,room clean free wifi great location 
1,minibar fruit basket clean sheet clean toilet 
1,compact room little well worn excellent quiet location short walk marble arch tube station 
1,room could desk chair excellent bar friendly staff throughout hotel 
1,location great minute walk corso vittorio emanuele galleria piazza del duomo breakfast good staff courteous helpful room comfortable clean 
0,bed soft felt like sleeping floor thought london taxi expensive never get hotel book one double price making call 
1,location 
1,shower powerful enough milk tea coffee great atmosphere lovely room year anniversary got free upgrade 
1,proximity city attraction room large comfortable nice coffee tea making facility 
1,facility slightly lacking due spa closed refurbishment however due open summer believe room excellent lot space good view one looking bed exceptionally comfortable 
1,location great service staff helpful 
0,guest room saw bizarre badly thought toilet claustrophobic heavy door lock mirrored wall bothersome closet door open prevent access shower sink part bedroom right behind headboard bed staff whatever whenever feature service 
0,hotel like star hotel comfortable think price pit high staff hotel friendly helpful first room small manager changed u real family room good like english breakfast lot 
1,room little small shower big bed great end complains good bed shower really tasty complete breakfast close opera shop middle town search another hotel next time paris go chess hotel friendly helpfull staff make feel home 
1,room quite small compact bijou would ask larger room next time although one small balcony cost pppn whch nice though described roof terrace friendly staff nothing much trouble great breakfast lovely quality bedding comfortable bed huge bath towel homely relaxing atmosphere perfect location walk harrod museum lot lovely restaurant within min walk king road south kensignton would definitely stay next trip london 
0,poor air conditioning ie none resolved day stay despite request good location friendly staff 
1,bed little uncomfortable small thing otherwise good stay friendly helpful staff 
1,noisy neighbour room one night big deal hotel good staff speak english spanish friendly breakfast delicious good price also hotel well located close two different underground metro station next amazing hyde park even go jogging morning starting day hotel even includes swimming pool small sauna relaxing long day extra treat offer free apple water lobby 
1,everything staff helpful answered question helped information tourist trip really felt home room everything needed breakfast fulfilling delicious overall would definitely recommend staying 
1,great hotel staff ana breakfast excellent 
1,hidden car park driver kept missing entrance hotel loved following room decor room space hotel location friendly staff cleanliness quiet hotel late check time private gym 
0,comfortable sleep bed quite small uncomfortable thing length bed short cm heigh use pillow leg bed sleep also neighbor stayed room room bed head wall neighbor sex night long wall moved time bed squeaked annoying last time woke nice carton wall thing water shower leaking corridor room hook towel installed right toilet course towel fall sometimes guess view window dirty wall nice staff good location park car street without charge sunday nice breakfast eur 
1,location great many cafe nearby staff really friendly helpful 
1,staff friendly lovely place stay 
0,lot thing toilet extremely small location pretty good 
1,breakfast overpriced much else immediate area lovely clean room great bathroom friendly staff 
1,lift dangerous closed people smell tobacco smoke coming bathroom ventilator friendly smiling staff 
1,nothing everything amazing every part family experiencing bailey hotel first class 
0,cleanliness location 
1,liked loved soft bed close park would love stay 
0,find reservation take time make check room 
0,room cold heating system useless restaurant bar good 
0,room small smell restaurant room confortable bed good wifi walking distance dlr station staff nice 
1,birthday present staff went make feel special huge thank 
1,vegetarian sausage breakfast view 
1,heater room work layout room good room view munt plein quite stunning 
1,breakfast hotel expensive euro per person great breakfast near hotel euro location great staff open friendly 
1,restaurant menu rather limited although quality good quality room view bridge would stay 
1,practical business traveller iron wifi poor great location great breakfast buffet 
0,mini bar trop chaud que de th noir location 
1,bit far central milan required good walk get museum duomo etc choice excellent location u close central station allowed exploration region excellent breakfast many food choice clean tranquil good polite service 
1,nothing wonderful fresh breakfast clean room friendly staff especially marco reception desk fantastic location 
1,breakfast disappointing priced also cold lovely room excellent location 
0,tiny room space even open suitcase fitting falling apart toilet door broken could locked clean bedsheets spot breakfast expensive cheaper buy sandwich drink supermarket next door lot traffic noise air con working throughout stay despite u telling three time offered hv someone check night near tube station supermarket cafe etc 
0,nothing 
1,amazing staff cleanliness breakfast paying attention small detail really topping service 
0,really anything like hotel feel classed five star missing luxury would expect five star would say good good four star hotel comfortable hotel great location breakfast fresh good selection food staff friendly helpful 
0,renovation going see much hotel 
1,room small location good take minute walk selridges 
1,inadequate pathway station hotel still built room excellent quality staff always helpful temporary pathway property inadequate 
1,nothing would stay breakfast room spacious bed comfortable really good location 
1,comfortable bedding fantastic shower 
1,breakfast euro wasnt good value location behind champ elys e excellent five minute walk metro 
1,wifi fabulous night luxiously decorated hotel close main piazza far enough away feel bit private rooftop fabulous outlook staff hotel welcoming helpful lovely speak italian buffet breakfast excellent staff hardworking attentive cleaning room excellent hotel close underground train tram get little away although taxi cost reasonable 
0,maybe complementary water paying night water hot even member staff came fix wash hair came shower red 
1,pool cm deep small like bird bath perfect location staff extremely helpful serviceminded extremely good view terrace loft suite floor easy get anywhere barcelona 
1,breakfast seemed expensive eat traffic little noisy morning location perfect u son studying south montparnasse suited u 
1,nothing everything pretty good nice staff good location 
1,little way nightlife locally great location business tourist nice comfortable room friendly helpful staff plenty local amenity much night weekend 
1,bed wheel double room two bed pushed together cuddled bed sperated staff friendly helpful good wifi breakfast amazing great location 
1,breakfast aware give security deposit check comfy bed good location close tram clean room 
1,room spacious comfortable everything needed bed comfy good location aswel place walking distance 
1,nothing staff helpful especially regard underground 
1,staff offered special service like printing ticket reserved online recommendation restaurant transportation private phone use stay free call internet access nespresso room 
1,noisy air con window looked onto room unable open curtain car parking unclear space owned hotel pay display staff helpful 
1,bathroom small location fab enjoyed waking riverside staff lovely 
1,nothing egg benedict amazing shane reception he irish exceptionally nice professional patient joy meet big thank making u feel welcome making stay nice brid elaines therese julie kate 
1,part hotel upgraded obviously temporary measure room brand new due newly refurbished 
1,queue check comfy bed lovely spacious clean room 
1,hotel position smiling staff clear instruction 
0,dated hotel price paid first given small corner room swap wood choose star sure central location 
1,perfect 
1,nothing location staff excellent breakfast choice great 
0,great breakfast 
1,nothing superb stay u staff made trip welcoming professional every single occasion even booked tea accommodated u extended family nothing seemed like much effort never checked sitting comfortable armchair whilst staff arranged everything oldest lift hotel world great history 
0,corridor smelled terrible like bathroom room small cramped housekeeping responsive made bed threw new pillow chair asked clean sheet one night twice untill got gym pool kettle coffee tea room pricy stay location ok plan use underground bus minute anywhere barcelona city convenient transport staff really nice helpful 
1,british tv channel please could without many german italian one sure guest delighted staff great young funky however witnessed patronising instruction new member staff coffee making man charge handle well instruction waited left best hotel ever great interesting district close public transport great modern concept friendly amusing staff good food good coffee lot reading matter free internet access best room comfy bed great duvet two big pillow smart ligthing mood light absolutely loved rainforest shower head uuuuh want one home free film lot tv channel shower gel shampoo pm shower gel shampoo generous large bottle big fluffy towel smart interior design functional citizenm duration 
1,busy lounge room hotel guest sit drink something full weekend external guest beautiful hotel 
1,breakfast euro great experience overall nice staff cool room good location 
1,fantastic helpful staff comfortable bed good night sleep 
0,could hear water pipe night good staff nice room 
0,nice hotel underground parking picked hotel pool bonus nice size clean warm room bit small size toilet small clean well equipped coffee machine also dressing gown slipper plenty towel bit outskirt clean comfortable 
1,staff friendliness cleanliness space exec room 
1,booked twin room none available arrival informed booked directly hotel chain ended two exceptionally small single room hotel initially expected u pay extra comfy bed bath shower exceptionally small single room breakfast amazing central easy access hub covent garden 
1,room small kettle room location style 
1,milk room tea air conditioning adequate managed open window warm november exceptional staff comfortable hotel 
1,staff hotel wonderful handled everything parking car super nice great location room great 
0,staff dont behave well 
1,quality freebie bathroom 
1,pillow could little softer visit family pristine beautiful decor comfortable bed fabulous lounge restaurant moving fish mural porthole boot room lovely historical fact greenwich etched glass bathroom wall 
0,tv control seemed work properly bar drink way overpriced bed room good 
0,overcrowd size room 
1,room cooler refridgerate 
1,think bad word write whole room gorgeous spacious location great shopping would definitely recommend anyone would definitely stay 
1,really problem encountered loud noise base adjacent bar club late night cannot helped really friendly efficient staff clean comfortable room great amenity good location camden offer 
1,price mini bar free v busy outside hotel train bus station expected location v central encouraged u walk place although tube next door suite great additional lounge access executive lounge bonus free breakfast early evening drink going good choice restaurant nearby staff really friendly welcoming whilst still efficient 
0,wifi connection work internet however hotel renovation access room organised convoluted manner part hotel yet renovated look rather shabby certainly worth price asked e mail address missing file two day later newsletter commercial offer hyatt started pouring ironically unsolicited message try convey impression given opportunity part exclusive club reality get small room showing age least hotel stayed paris hotel cheaper better equipped much much closer city center adequate breakfast 
1,like restaurant effectively bar single member staff everything run bar take food order clear table take payment food ok great experience location great close paddington station room really nice comfortable 
1,bathroom v good 
0,water leaking room ferry across water helpful 
1,garden lovely peaceful romantic 
0,check desk understaffed poor management respond complaint much better service elsewhere london staff breakfast helpful attentive pleasant 
1,carpet little stained slight stale smell room maybe air window closed arrived liked quietness room size room window could opened easily extremely professional helpful welcoming staff 
1,shower bit broken ant room bit noisy good location close main attraction kind helpful staff 
0,air conditioner work adequately many stair carry luggage smallish room location friendliness 
1,staff cool gave poor direction acted like bothering asked direction lovely hotel clean room comfortable bed room small functional 
0,staff friendly helpful room quite small third bed room quite unnecessary made cramped double bed pushed wall one side also difficult bathroom okay bath mat shower curtain floor got quite wet slippery continental breakfast good hotel quiet street could window open sleep 
1,clean warm modern facility new would definitely come back 
0,bed extremely hard tiny room modern cor close eventim apollo good breakfast 
1,joanna made trip much easier experienced slight language barrier absolutely fantastic helpful 
1,nice place helpful people welcome decoration awsome breakfast great 
0,bar closed one day wanted meeting 
1,couldnt try breakfast morning early meeting breakfast time earlier early start travel food excellent super nice staff reception restaurant 
1,none location good hotel clean 
1,everything 
0,staff upon arrival helpful room booked adult provided double room addition child bed argue hard staff confirmed standard room body complained size bed calling manager manger instructed give additional single room next day manager came checked bed confirmed proper bed instructed team replace bigger one issue took long time resolved specially short time visit paris spoiled schedule seam expensive compared hotel internet slow breakfast good location good staff manger helpful assisting 
0,good location 
0,first night arrived evening even booked asked room big bed person reception night shift gave room single bed connected comfy kind guy course ithe hotel could full case stimulated booking hotel still available room next day girl kind helpful immediately changed room thank girl thing star hotel nothing offered room water coffee pay one capsule nespresso used room found cheap location also team day shift asian two french girl 
1,called front desk room couple time query certain thing staff abrupt quite bit attitude answering query although room nice believe worth price paid many tv channel work slightly dusty bed extremely comfortable room spacious guy concierge helpful friendly hotel supplied balloon prosecco cake free charge partner birthday great 
1,perfect location staff friendly helpful fresh towel bedding day well maintained bed big comfiest would negative slight one 
1,excellent professional staff nothing much trouble stayed chose wedding anniversary disappointed food service top class 
1,trouble room key couple occasion return reception resolved guess close phone pad arrival room ready problem could rush get somewhere else however receptionist apologetic offered drink voucher bar friend arrived experience spoil stay however staff excellent worth noting friend also booked club room tenth floor quite roomy mine club lounge breakfast perfect lovely smiley attentive staff nice selection fresh fruit yoghurt plus flaky croissant breakfast strong americano request room twelfth floor good size bed comfortable slipper bathrobe supplied lovely clean towel supplied daily basis easy reach restaurant museum kensington high street tube perfect location 
1,friendly accommodating staff superb location room large quiet comfortable 
1,good breakfast 
0,breakfast inattentive serve basic request spite several reminder ketchup knife warm grilled vegetable duty manager hopeless disappointed breakfast service tea coffee room hotel location reception service hot shower 
1,comfortable room friendly staff 
0,decor dated little shabby lighting corridor arrival making location room difficult friendly front desk staff location 
1,bathroom tad small bathtub friend shower one shower tiny breakfast good expensive hotel really beautiful inside elevator always case london staff fantastic bed quite comfortable great location 
1,room comfortable contained needed staff wonderful eager attend need 
1,toilet outside bathroom enough space cloth good location excellent breakfast good room size 
0,everything staff rude late check room wasnt even ready wanted u leave rightaway really bad rather stay hotel location 
0,staff welcoming really good usual bad leave u bad impression anyhow get deal staff time enjoyed time room booked really good compare hotel london mine one bed room suite comfy loved hotel location 
1,great hotel everything marvellous people every single detail 
1,price location amazing hotel staff nice efficient wonderful time 
0,accomodate family pool small 
1,everything excellent except parking 
1,staff exceptionally helpful great sense humour bar food breakfast fine efficiently delivered 
1,breakfast good value money paid arrival reception breakfast told table morning extra charge cooked breakfast seemed bit con love hotel gorgeous room great location well priced would definately stay 
0,chance early check comfortness bed mainly location 
1,rail behind bed made sitting bed little uncomfortable nice breakfast excellent location discrete entry 
0,one two hotel staff friendly wi fi strong enough cleanliness environment location 
1,able stay longer awesome food great staff comfortable room even though arrived later planned lovely receptionist upgraded u absolutely made day thank much loved stay wish longer 
1,explanation chamber club location made clear wife checked found gilbert scott restaurant rather impersonal noisy lacking intimacy ambience little disappointing lady washroom upstairs near restaurant need attention wife surprised find broken tap hand cream star establishment facility used excellent especially chamber club 
1,nada todo en general 
1,quite pricey would expected complimentary souvenir cost location 
0,like stuff nothing 
1,one bad thing say hotel service provided staff tremendous arrived morning room set u helpful every step way mean every staff member contact facility great especially roof top area 
1,central location close station small modern room amenity 
1,room next lift ground floor specifically asked room higher cleanliness 
1,style decor unique fabulous high tech feature room free movie free mini bar awesome really impressive 
0,room small per affordable room europe could regulatea c temperature liking bed adequate overly spacious comfortable hotel staff friendly attentitve request made average hotel better 
1,wonderful hotel nice location second underground station btw fruit underground station fantastic miss 
1,hard find entrance hotel sants station sign great hotel get inside comfortable room modern 
1,location little far metro station close great hotel friendly service room nice clean gym great facility 
1,like fact able open window room like window open especially night lift made feel little queasy could smoother found air heat lift bit overpowering bed comfortable first night hotel feeling good heat think something ate got hotel air con room hotel self made stay pleasurable staff easy deal nothing much trouble everything done quickly possible smile would recommend hotel anybody visiting excel weekend 
1,nothing upgraded amazing suite truly outstanding decor throughout hotel stunning lively bar restaurant unbeatable location 
1,room iron cheap scorched pant using friendly staff fantastic location restaurant bar shopping walking distance away four different tube station nearby made really convenient base sightseeing 
1,guy bar know difference whisky brandy poor english close railway station centrale calm metro station nearby 
1,location decor 
1,figure turn light thought staff could little friendly asked felt dumb asking bathtub jet nice surprise bed comfortable room cor lovely breakfast nice selection 
1,every thing excellent apart room service food never came woken staff walking room mentioned reception checking seam bothered room great bathroom immaculately clean 
1,double bed tiny bedroom rather small otherwise great hotel lovely staff 
1,excellent customer service facility location 
1,privacy issue concerned departed information given third party without permission friendly well run hotel always seeking please 
1,staff friendly welcoming nothing much trouble upgraded river view room amazing missing robe faulty light bulb opted within min excellent 
1,excellent location friendly helpful staff room comfortable inclusive mini bar afternoon tea fantastic 
1,internet working room decoration klint style 
0,hotel room bad shape furniture old showed damage room smelled smoke location fine great breakfast ok friendly staff 
1,advise clearly regarding parking arrangement outstanding hospitality high class hotel 
1,bed little hard squeeky staff helpful friendly 
0,bedroom bathroom small double bed pushed wall one side sink toilet compact area could used comfort location 
1,nothing bad say everything stayed nye wonderful stress free despite busy time year room spotless spacious modern light perfect 
1,power outlet table little hard reach nice pretty cheap hotel near victoria station 
1,location excellent staff reception friendly helpful 
1,problem hotel pretty near centre city tram outside hotel take min get museum square hotel clean breakfast good fresh bread fresh orange juice 
0,room small expected little price location lady could get ready time fine night longer stay 
1,cookie arrival view across river ferry canary wharf clean cosy room nice bar restaurant area 
1,excellent location furnished high standard modern decor still atmospheric warm atmosphere 
1,loved everything hotel staff fantastic breakfast buffet best seen europe except maybe malta european trip room comfortable spotlessly clean 
0,restaurant service slow walking distance city airport 
1,staff incredibly friendly helpful stuffy hotel design driven yet precious feel uncomfortable child case aged 
0,size room none working equipment noisy lift near bedroom night poor decor every thing needed upgrading location staff attitude 
0,room small norm london well laid open suitcase front door nowhere else bed rather small well staff nice found check rather chaotic star hotel would expect streamlined location ideal u everything needed within walking distance 
1,best breakfast ever 
0,shower bracket broken difficult wash hair lack horizontal surface near top bed put stuff room safe fitted vertically wardrobe heavy safe door difficult open view hotel room window interior wall big problem buffet breakfast excellent breakfast staff attentive refilling supply often reception staff helpful arrival local knowledge advice 
1,breakfast location staff cleanliness 
1,little variation breakfast three day case iwould stay atrand may breakfast day since know food option didnt like noise special neiborgh room close open door mobile ring noise night addition light hall come door making room like ther light 
1,nothing hotel survey register answer iphone good value money freindly staff 
1,nothing everything 
1,nothing excellent location helpful staff recommendation restaurant also booked u within walking distance hotel top notch 
1,nothing come mind location great breakfast rich fresh upgraded room free charge everything exceptionally clean comfortable great stay 
1,price peaceful comfortable bed exceptionally clean helpful staff excellent pool easy access tram centre amsterdam 
0,amenity adequate bed mattress improved room service satisfactory location friendly front office staff 
1,breakfast little pricey considering quality rest hotel little par parking could issue recommend travelling train staying staff friendly helpful bed enormous building room decorated maintained high standard location superb surprisingly quiet room definitely returning 
1,schwedenplatz front noisy general meeting fast food area however incredibly convenient transport link quick stroll city centre breakfast buffet good austrian excellent egg dish order breakfast room crowded time though service always good liked quiet room back though balcony slept well 
1,helpful staff clean min walking duomo 
0,upgrade room extre view crap ask thames view unlikely hotel thames nice view 
1,chair room comfortable chair reception area parking cost much 
1,nothing excellent excellent staff clean wide room wonderful central location good price one best hotel barcelona 
1,long walk taxi fare nearest tube station staff excellent room clean 
0,signal tv good pixel screen low like pillow low quilt soft light 
1,would liked turn air conditioning order get natural ventilation cooler fresh air unfortunately window locked use air conditioning green also would liked option various grapefruit breakfast bed comfortable everything spotlessly clean arrival staff welcoming iced fruited water refreshing soon arrival unexpected birthday cake lovely view leicester square room third floor spectacular especially night several time one concierge staff went cold rain get taxi collect u hotel entrance much appreciated travel world stayed magnificent hotel including radisson blu berlin kahalla hilton hawaii dusit thani bangkok pleasant stay hotel must say biggest asset staff absolutely understand meaning excellent personal customer service commended special mention ryan restaurant went beyond expectation 
1,ant room like patio much colorful color around also room comforting good memory 
1,think breakfast hotel little bit overpriced considering couple good breakfast option right around corner shortage restaurant area bed super comfy front desk clerk absolutely fantastic particularly montse amazing check location great block victoria rail station 
1,closing time pool shuttle car available night jacuzzi swimming pool 
0,bad smell room bathroom dirty everywhere somebody hair uncomfortable bed room small old one night decided move another hotel good location nice staff 
0,location better signposted get overground 
1,truly excellent customer service 
1,pricey 
1,nothing hotel location perfect staff amazing helpful room clean breakfast delicious many choice really enjoyed atmosphere hotel 
1,great location easy walking distance tourist area 
0,really bad internet service 
1,pool good 
1,nothing clean hotel comfy bed friendly staff good food could want 
0,single room small carpet threadbare room hot staff spoke limited english particularly breakfast great location 
0,whole experience hotel horrendous one single english speaking person bar person understand word coca cola manager hotel understand ask pint peroni think asking cake menu rubbish even bacon breakfast menu catered nationality lighting room shocking stayed executive suite window right next cleaning cupboard cleaner think ok banging door morning area place run high street none stop traffic police siren constantly suppose camden near camden catch bus get camden half hour ride away way could go night area intimidating nothing 
1,internet unacceptable shame live century internet connection excuse staff friendly helpful excellent staff treatment best location dream paris bed comfortable look feel parisienne loved woodwork lobby 
0,room basic cramped tv felt like hostel could hear room toilet flushing room door vibrate closed 
0,small room 
0,everything staff room size location name nothing 
1,bathroom small would liked walk shower 
1,nothing specific friendly helpful staff location walking distance shopping area 
1,problem bar getting served really fault staff member trying manage alone busy period queue customer time took cash leave bar side door go restaurant area till process transaction confusion order unsurprisingly fault felt sorry duty manager client enthusiastic complaint well remain calm people complained seemed worse wear arrived also wait considerable length time order two drink need rude definitely stay hope sorted till problem put extra staff busy period great location hyde park waitrose store underneath hotel next petrol station tube far walk bus stop near well made special request hotel advance stay thrilled met special request always discretion hotel thank thistle staff involved room comfortable budget price central location appeared recently refurbished restaurant bar perfectly comfortable staff helpful well done thistle enjoyed stay eat hotel room room comment food would highly recommend hyde park event business trip kensington location 
1,lift service poor large hotel reception staff pleasant 
1,requested room away street ensure quiet sadly allocated street room turned building site side wall woken hammering drilling asked moved done without question fact room upgraded pleasant helpful staff nice comfortable room end location excellent would definitely return 
1,bottle water room small little high comfort staff food drink spa 
1,nice night porter got u drink retuned nye bar closed 
1,special thanks sarah cool crazy hair front desk 
0,room small dark rather claustrophobic bed angle fit tiny room bed pretty small room hot although window opened faced back building noisy air conditioning heating boiler great location friendly helpful staff good discount full room rate making reasonable value money breakfast provided free checked also improving value selection juice water cake sweet available free guest afternoon 
1,slightly broader range tv selection perhaps american station well especially american sport football season helped room instantly early arrival repeat stay greeted respect kind reception 
1,truly nothing location staff facility 
1,location near station 
1,extra cost wi fi day age enough tea coffee provided milk cooked breakfast lovely bed comfortable 
1,beautiful boutique hotel grate center quiet location beautiful comfortable room good bad bathroom nice stuff recommended 
1,close city center friendly staff delicious breakfast 
0,would liked tea coffee making facility room pay wi fi access room breakfast good 
0,shower problematic water temperature fluctuated ice cold scalding hot impossible get satisfying shower acceptable price charge location excellent close cathedral gothic quarter many restaurant tourist attraction city staff friendly helpful breakfast good 
1,noisy old floor beautiful old hotel top class staff capable dealing kind request minor issue delicious food professional breakfast service pleased stay hotel 
1,bathroom look used clean confortable bed good night sleep clean great location front paris nord train station 
1,staff extremely helpful friendly booked restaurant airport transport u room good size comfortable hotel really convenient location 
1,pet hate mine hotel standard offer complimentary nibble bar bit petty maybe always think add something north circular close plenty parking reasonable price le minute walk ealing common tube friendly helpful staff food breakfast excellent 
1,someone sick carpet right lift floor walked right way lift presumably happened late night still without warning sign bed comfortable good curtain light came room 
0,staff wonderful super keen help one staff particular seemed unable e uncertain helping dilemma neat clean tidy great position 
1,air conditioning extremely hot room location staff 
1,asked night staff bottle water bring room bar great restaurant 
1,nothing staff member helpful friendly food restaurant bar good well priced room nice size modern comfortable housekeeping great job keeping room clean tidy location short distance heart barcelona really liked quieter part city 
1,fruit salad bit boring little berry exotic fruit would make interesting orange juice excellent 
1,great selection food breakfast staff made u feel really welcome would definitely stay city 
0,hotel need renovation 
0,breakfast could better price paid like high quality muesli menu close distance metro huge plus hotel comfortable bed pillow 
0,paid wifi mean really day age charging wifi criminal add cost room say free site book directly poor staff great location good decent quality facility gym next door decent good range free weight heavy one 
0,booked double room well advance overnight stay celebrate birthday arrived told upgraded suite suite basement cold tiled floor room freezing turned upgrade offered another room acceptable draft window made room chilly night curtain little block good location close paddington easy access tube bus 
0,staff need understand overfriendliness required espeically specifically asked discreetion poor discreet nightmare using pas card even use lift 
1,check took due paperwork find staircase rely lift took arrive lovely room nice atmosphere 
0,trip nothing really good hotel great breakfast 
0,dated decor suite cramped key card door lock single conventional key must left reception would suit people slightly different schedule frill 
1,room size small spacious enough night two excellent service friendly staff great location comfortable bed 
0,service average expensive far downtown subway hotel far largage baby kid recommend basement restaurant many people good food bit expensive price 
1,room hot night used air con 
1,nothing everything perfect bed really comfy massive room lovely view sea hotel gave bottle cava gift celebrate birthday unexpected really appreciated staff amazing would gladly go back hotel stopped telling friend family much enjoyed hotel beautiful city barcelona must see city hotel front maritim perfect hotel stay explore 
1,breakfast expensive great location good night away hotel 
0,room extremely small even tv fit front bed mini bar next head laid bed bathroom horrible booking must show room room picture customer really know paying nice see picture best room rest miscellaneous photo lamp meal city weird thing breakfast order menu cheaper generous continental offer product cheaper front desk kind allowed early check nice location price ok 
0,bed comfortable breakfast bad taste air condition high voice staff friendly location 
0,air conditioning work hottest day paris complained five time told technician fixing changed room move 
1,broken lift water leaking floor u used shower location staff perfect 
1,everything great excellent service staff hotel spacious clean wonderful wine bar wine selection 
1,nothing hotel brilliant location attending event velodrome beside olympic park tube train doorstep breakfast great choice bed comfortable 
0,coming uk group commented would nave much appreciated facility guest room hot drink e kettle room cleanliness friendly helpful staff easy accessible city centre 
0,hotel far overpriced floor lounge nice option opening time restricted spa area exceptional offer small heated pool sauna hammam well heated room price exaggerated hotel offer strange smell bathroom time clean hotel nice breakfast large choice nice floor lounge good view sea free drink snack bonus spa area okay nothing exceptional though good fast room service 
1,bed extra comfy friendly helpful reception 
0,room small bed comfortable 
1,small point size orientation stand alone shower little small staff helpful apparently happy working como rub way help guest hotel quiet well appointed room close hyde park underground win u stay next london 
0,air conditioning cooling enough complained provided small table fan unable lower temperature c housekeeping room appalling stayed night everyday noticed bed done garbage bin cleared nothing else besides think room even dusted swept bit paper n dust used lying around room bed linen used even though stain toilet bowl cleaned long walk min metro another min metro central station traveling tram even longer breakfast excellent however change menu day bus stop front door 
1,bathroom could little space great location staff fantastic particular front desk staff andrea christian room comfortable breakfast room lovely lounge bar area excellent wonderful selection drink aperitif wonderful garden area two great restaurant recommendation mama rosa il carpaccio 
1,breakfast would great e g omlettes would offered business trip often great way swift nurishing breakfast also say ask given rather small breakfast room breakfast set simply assumed would entrance door room really sound proof one would hear people talking hall loud small family style hotel center milan yet rather quiet street location general good however bit walk uderground station obviously newly renovated room good wifi bathroom room good size breakfast also family style like e g variety fresh good quality fruit nicely cut swift check check process 
1,nothing everything perfect staff helpful kind location excellent would definitely come back 
0,stayed many time hotel occasion put room needed matainance even flashed computer still given u door handle broken air condition work hot may told room would view got view next door office block looking worker office classed excecutive room staff restaurant friendly welcoming change atmosphere previous stay overall disappointed time hotel location 
1,great location concierge helpful comfortable bedding accommodation 
0,v date hotel room took payment incorrectly location good 
1,location extremely practical staff helpful lovely hotel nice decoration generous breakfast 
1,small room location 
